+(896,430) 1326
+(478,274) 752
+(583,655) 1238
+(213,938) 1151
+(855,157) 1012
+(720,82) 802
+(90,694) 784
+(986,242) 1228
+(150,960) 1110
+(64,304) 368
+(694,502) 1196
+(664,312) 976
+(665,574) 1239
+(933,302) 1235
+(514,475) 989
+(48,974) 1022
+(758,787) 1545
+(43,377) 420
+(494,1006) 1500
+(571,750) 1321
+(711,430) 1141
+(730,669) 1399
+(390,654) 1044
+(472,316) 788
+(211,609) 820
+(962,655) 1617
+(560,968) 1528
+(847,1021) 1868
+(87,633) 720
+(35,686) 721
+(573,103) 676
+(338,545) 883
+(526,793) 1319
+(209,907) 1116
+(857,471) 1328
+(475,856) 1331
+(338,177) 515
+(114,684) 798
+(673,763) 1436
+(828,468) 1296
+(2,933) 935
+(666,606) 1272
+(968,548) 1516
+(684,97) 781
+(873,568) 1441
+(968,211) 1179
+(517,383) 900
+(400,28) 428
+(303,526) 829
+(284,939) 1223
+(945,563) 1508
+(3,407) 410
+(877,448) 1325
+(701,75) 776
+(325,3) 328
+(321,903) 1224
+(311,849) 1160
+(1,476) 477
+(880,3) 883
+(874,952) 1826
+(409,863) 1272
+(323,316) 639
+(1017,761) 1778
+(8,546) 554
+(600,567) 1167
+(399,452) 851
+(526,269) 795
+(874,540) 1414
+(3,599) 602
+(174,913) 1087
+(806,431) 1237
+(238,553) 791
+(896,430) 1326
+(990,781) 1771
+(702,855) 1557
+(892,468) 1360
+(74,830) 904
+(213,478) 691
+(994,509) 1503
+(1022,150) 1172
+(751,893) 1644
+(568,85) 653
+(43,683) 726
+(134,45) 179
+(26,91) 117
+(708,600) 1308
+(731,901) 1632
+(848,365) 1213
+(250,491) 741
+(814,372) 1186
+(26,745) 771
+(952,295) 1247
+(737,309) 1046
+(633,875) 1508
+(745,408) 1153
+(651,659) 1310
+(269,264) 533
+(700,211) 911
+(432,41) 473
+(150,130) 280
+(213,602) 815
+(435,43) 478
+(3,323) 326
+(41,440) 481
+(965,601) 1566
+(554,606) 1160
+(710,532) 1242
+(439,749) 1188
+(115,364) 479
+(309,873) 1182
+(591,877) 1468
+(506,584) 1090
+(396,513) 909
+(191,771) 962
+(510,10) 520
+(250,142) 392
+(597,700) 1297
+(448,434) 882
+(525,418) 943
+(542,880) 1422
+(732,242) 974
+(633,437) 1070
+(744,987) 1731
+(593,371) 964
+(592,921) 1513
+(568,625) 1193
+(177,896) 1073
+(380,953) 1333
+(390,812) 1202
+(844,110) 954
+(907,10) 917
+(619,211) 830
+(625,447) 1072
+(832,316) 1148
+(603,527) 1130
+(364,173) 537
+(81,249) 330
+(953,1013) 1966
+(189,932) 1121
+(236,625) 861
+(707,635) 1342
+(991,43) 1034
+(318,434) 752
+(368,195) 563
+(529,10) 539
+(712,511) 1223
+(364,317) 681
+(693,209) 902
+(907,843) 1750
+(947,901) 1848
+(815,691) 1506
+(844,15) 859
+(723,635) 1358
+(794,666) 1460
+(999,848) 1847
+(861,273) 1134
+(457,321) 778
+(642,43) 685
+(568,321) 889
+(635,431) 1066
+(50,189) 239
+(714,991) 1705
+(509,891) 1400
+(835,183) 1018
+(766,560) 1326
+(792,861) 1653
+(569,325) 894
+(548,699) 1247
+(79,952) 1031
+(149,293) 442
+(340,291) 631
+(249,280) 529
+(379,830) 1209
+(877,787) 1664
+(826,390) 1216
+(431,134) 565
+(935,696) 1631
+(84,635) 719
+(1012,278) 1290
+(135,10) 145
+(960,674) 1634
+(575,728) 1303
+(802,520) 1322
+(617,424) 1041
+(979,961) 1940
+(35,231) 266
+(465,177) 642
+(448,25) 473
+(715,938) 1653
+(713,170) 883
+(751,298) 1049
+(121,372) 493
+(135,999) 1134
+(620,439) 1059
+(611,276) 887
+(452,468) 920
+(70,953) 1023
+(980,861) 1841
+(565,253) 818
+(527,546) 1073
+(583,796) 1379
+(883,714) 1597
+(129,991) 1120
+(737,763) 1500
+(857,773) 1630
+(615,333) 948
+(144,819) 963
+(1020,568) 1588
+(223,150) 373
+(161,316) 477
+(702,64) 766
+(494,316) 810
+(75,542) 617
+(365,173) 538
+(790,568) 1358
+(211,274) 485
+(577,514) 1091
+(15,41) 56
+(715,508) 1223
+(666,224) 890
+(231,195) 426
+(840,970) 1810
+(127,1015) 1142
+(451,712) 1163
+(798,674) 1472
+(595,563) 1158
+(30,346) 376
+(749,204) 953
+(606,508) 1114
+(873,323) 1196
+(617,599) 1216
+(884,472) 1356
+(54,457) 511
+(855,611) 1466
+(53,292) 345
+(931,213) 1144
+(79,43) 122
+(565,168) 733
+(233,958) 1191
+(897,340) 1237
+(393,907) 1300
+(655,857) 1512
+(542,231) 773
+(193,1007) 1200
+(55,785) 840
+(814,259) 1073
+(838,846) 1684
+(857,431) 1288
+(489,998) 1487
+(474,149) 623
+(459,530) 989
+(507,371) 878
+(465,257) 722
+(334,457) 791
+(211,299) 510
+(863,0) 863
+(70,591) 661
+(907,517) 1424
+(212,545) 757
+(965,939) 1904
+(346,280) 626
+(873,840) 1713
+(819,737) 1556
+(912,85) 997
+(300,144) 444
+(151,318) 469
+(773,707) 1480
+(393,1006) 1399
+(903,424) 1327
+(712,747) 1459
+(759,429) 1188
+(877,615) 1492
+(987,374) 1361
+(182,955) 1137
+(28,994) 1022
+(715,402) 1117
+(26,974) 1000
+(158,161) 319
+(138,619) 757
+(532,209) 741
+(657,671) 1328
+(974,665) 1639
+(943,482) 1425
+(882,238) 1120
+(752,460) 1212
+(144,189) 333
+(575,334) 909
+(249,391) 640
+(292,635) 927
+(521,46) 567
+(849,960) 1809
+(743,542) 1285
+(861,754) 1615
+(434,289) 723
+(1021,731) 1752
+(396,447) 843
+(619,940) 1559
+(303,840) 1143
+(451,608) 1059
+(224,75) 299
+(172,702) 874
+(258,179) 437
+(968,886) 1854
+(568,723) 1291
+(757,969) 1726
+(86,558) 644
+(933,14) 947
+(203,473) 676
+(846,530) 1376
+(325,933) 1258
+(935,935) 1870
+(81,3) 84
+(809,897) 1706
+(841,933) 1774
+(953,383) 1336
+(1007,545) 1552
+(235,424) 659
+(85,26) 111
+(904,184) 1088
+(560,663) 1223
+(822,471) 1293
+(647,514) 1161
+(968,578) 1546
+(465,855) 1320
+(372,651) 1023
+(657,617) 1274
+(374,619) 993
+(784,151) 935
+(822,101) 923
+(941,863) 1804
+(88,358) 446
+(246,244) 490
+(3,1) 4
+(26,826) 852
+(191,502) 693
+(687,844) 1531
+(966,491) 1457
+(343,275) 618
+(667,779) 1446
+(420,634) 1054
+(502,417) 919
+(527,657) 1184
+(994,748) 1742
+(575,542) 1117
+(657,1017) 1674
+(408,364) 772
+(604,785) 1389
+(45,578) 623
+(508,551) 1059
+(237,617) 854
+(506,750) 1256
+(68,502) 570
+(433,1012) 1445
+(594,3) 597
+(416,211) 627
+(3,400) 403
+(1021,700) 1721
+(739,857) 1596
+(235,151) 386
+(565,1013) 1578
+(365,973) 1338
+(243,654) 897
+(945,448) 1393
+(358,10) 368
+(86,304) 390
+(321,901) 1222
+(1006,517) 1523
+(75,303) 378
+(994,115) 1109
+(806,321) 1127
+(377,957) 1334
+(763,939) 1702
+(379,699) 1078
+(747,712) 1459
+(882,260) 1142
+(20,292) 312
+(683,597) 1280
+(933,1) 934
+(805,220) 1025
+(826,779) 1605
+(460,991) 1451
+(953,425) 1378
+(595,43) 638
+(283,810) 1093
+(508,1015) 1523
+(418,0) 418
+(252,600) 852
+(209,810) 1019
+(102,511) 613
+(946,600) 1546
+(812,614) 1426
+(874,154) 1028
+(342,599) 941
+(130,751) 881
+(568,564) 1132
+(692,864) 1556
+(77,384) 461
+(549,604) 1153
+(341,847) 1188
+(457,617) 1074
+(235,617) 852
+(896,747) 1643
+(568,195) 763
+(43,502) 545
+(409,18) 427
+(757,952) 1709
+(303,2) 305
+(182,189) 371
+(314,567) 881
+(75,748) 823
+(457,591) 1048
+(802,909) 1711
+(459,619) 1078
+(41,1005) 1046
+(620,59) 679
+(987,863) 1850
+(970,798) 1768
+(475,337) 812
+(142,826) 968
+(722,529) 1251
+(891,331) 1222
+(695,520) 1215
+(748,26) 774
+(721,682) 1403
+(460,107) 567
+(431,374) 805
+(313,144) 457
+(751,400) 1151
+(3,557) 560
+(306,182) 488
+(874,252) 1126
+(843,440) 1283
+(849,665) 1514
+(343,91) 434
+(626,848) 1474
+(729,41) 770
+(211,224) 435
+(68,747) 815
+(882,489) 1371
+(596,759) 1355
+(955,231) 1186
+(593,408) 1001
+(185,2) 187
+(238,81) 319
+(548,983) 1531
+(687,325) 1012
+(482,732) 1214
+(182,116) 298
+(333,182) 515
+(554,509) 1063
+(890,983) 1873
+(864,534) 1398
+(8,957) 965
+(707,750) 1457
+(766,788) 1554
+(803,838) 1641
+(563,493) 1056
+(663,431) 1094
+(336,424) 760
+(939,940) 1879
+(447,565) 1012
+(966,303) 1269
+(1014,747) 1761
+(439,627) 1066
+(548,692) 1240
+(763,932) 1695
+(465,785) 1250
+(473,259) 732
+(946,714) 1660
+(596,101) 697
+(700,655) 1355
+(306,723) 1029
+(209,431) 640
+(881,997) 1878
+(409,172) 581
+(618,794) 1412
+(890,531) 1421
+(43,379) 422
+(381,592) 973
+(960,883) 1843
+(12,534) 546
+(559,527) 1086
+(278,332) 610
+(815,295) 1110
+(19,787) 806
+(979,664) 1643
+(969,572) 1541
+(393,569) 962
+(761,482) 1243
+(882,340) 1222
+(526,526) 1052
+(904,663) 1567
+(193,393) 586
+(86,203) 289
+(857,90) 947
+(999,1007) 2006
+(796,3) 799
+(183,751) 934
+(465,756) 1221
+(487,250) 737
+(74,957) 1031
+(325,673) 998
+(333,321) 654
+(242,559) 801
+(184,664) 848
+(941,980) 1921
+(31,260) 291
+(798,268) 1066
+(573,798) 1371
+(599,461) 1060
+(510,250) 760
+(505,634) 1139
+(569,458) 1027
+(379,447) 826
+(195,604) 799
+(577,249) 826
+(573,619) 1192
+(50,12) 62
+(332,561) 893
+(252,1007) 1259
+(372,967) 1339
+(663,694) 1357
+(439,773) 1212
+(750,634) 1384
+(847,687) 1534
+(251,671) 922
+(809,41) 850
+(747,568) 1315
+(1,404) 405
+(715,617) 1332
+(316,260) 576
+(792,194) 986
+(682,460) 1142
+(852,3) 855
+(710,595) 1305
+(19,179) 198
+(476,699) 1175
+(714,896) 1610
+(25,814) 839
+(106,194) 300
+(933,341) 1274
+(728,679) 1407
+(517,912) 1429
+(298,788) 1086
+(340,162) 502
+(707,710) 1417
+(920,997) 1917
+(15,634) 649
+(35,424) 459
+(849,233) 1082
+(191,482) 673
+(759,567) 1326
+(110,834) 944
+(891,943) 1834
+(15,81) 96
+(432,473) 905
+(478,606) 1084
+(79,960) 1039
+(560,939) 1499
+(4,1021) 1025
+(826,820) 1646
+(471,436) 907
+(727,371) 1098
+(409,617) 1026
+(542,184) 726
+(562,717) 1279
+(332,243) 575
+(252,654) 906
+(561,904) 1465
+(973,424) 1397
+(402,142) 544
+(448,19) 467
+(565,306) 871
+(723,971) 1694
+(694,722) 1416
+(753,943) 1696
+(236,468) 704
+(213,720) 933
+(195,561) 756
+(785,597) 1382
+(161,323) 484
+(890,531) 1421
+(368,575) 943
+(762,54) 816
+(1018,999) 2017
+(233,220) 453
+(1,862) 863
+(284,560) 844
+(161,14) 175
+(966,273) 1239
+(229,814) 1043
+(674,47) 721
+(568,568) 1136
+(539,8) 547
+(840,974) 1814
+(243,553) 796
+(46,898) 944
+(947,994) 1941
+(208,926) 1134
+(102,1002) 1104
+(886,429) 1315
+(945,862) 1807
+(960,819) 1779
+(452,729) 1181
+(626,1) 627
+(573,840) 1413
+(152,364) 516
+(702,471) 1173
+(561,932) 1493
+(318,761) 1079
+(325,102) 427
+(904,439) 1343
+(920,710) 1630
+(1005,476) 1481
+(86,295) 381
+(773,815) 1588
+(474,974) 1448
+(575,487) 1062
+(583,880) 1463
+(238,434) 672
+(723,683) 1406
+(844,547) 1391
+(573,840) 1413
+(194,659) 853
+(936,647) 1583
+(464,263) 727
+(138,961) 1099
+(828,788) 1616
+(803,796) 1599
+(390,575) 965
+(195,705) 900
+(591,454) 1045
+(743,991) 1734
+(256,134) 390
+(435,816) 1251
+(737,974) 1711
+(482,294) 776
+(651,364) 1015
+(212,1021) 1233
+(679,819) 1498
+(372,505) 877
+(184,476) 660
+(1012,664) 1676
+(269,134) 403
+(761,106) 867
+(19,691) 710
+(6,539) 545
+(117,731) 848
+(679,284) 963
+(619,393) 1012
+(591,177) 768
+(540,12) 552
+(343,340) 683
+(953,882) 1835
+(344,233) 577
+(734,157) 891
+(559,554) 1113
+(46,526) 572
+(47,687) 734
+(508,365) 873
+(191,96) 287
+(216,855) 1071
+(748,898) 1646
+(689,546) 1235
+(84,700) 784
+(303,26) 329
+(741,431) 1172
+(794,183) 977
+(730,986) 1716
+(707,861) 1568
+(663,186) 849
+(90,370) 460
+(6,360) 366
+(252,530) 782
+(693,730) 1423
+(864,597) 1461
+(309,142) 451
+(655,991) 1646
+(268,752) 1020
+(810,360) 1170
+(383,837) 1220
+(374,784) 1158
+(303,204) 507
+(873,257) 1130
+(278,249) 527
+(608,864) 1472
+(447,10) 457
+(252,840) 1092
+(345,944) 1289
+(961,814) 1775
+(986,883) 1869
+(683,251) 934
+(35,502) 537
+(621,751) 1372
+(298,629) 927
+(391,730) 1121
+(707,364) 1071
+(922,744) 1666
+(374,14) 388
+(814,409) 1223
+(898,862) 1760
+(639,820) 1459
+(130,517) 647
+(545,520) 1065
+(377,334) 711
+(179,540) 719
+(183,314) 497
+(473,291) 764
+(316,617) 933
+(284,80) 364
+(250,817) 1067
+(939,745) 1684
+(469,887) 1356
+(337,510) 847
+(965,505) 1470
+(55,882) 937
+(153,229) 382
+(832,28) 860
+(659,814) 1473
+(482,539) 1021
+(663,623) 1286
+(332,74) 406
+(451,360) 811
+(560,898) 1458
+(14,654) 668
+(117,638) 755
+(687,14) 701
+(371,968) 1339
+(998,491) 1489
+(633,98) 731
+(15,679) 694
+(471,745) 1216
+(186,404) 590
+(834,720) 1554
+(136,372) 508
+(429,597) 1026
+(508,299) 807
+(542,802) 1344
+(737,583) 1320
+(370,713) 1083
+(278,140) 418
+(655,102) 757
+(41,554) 595
+(563,759) 1322
+(243,481) 724
+(965,774) 1739
+(602,999) 1601
+(741,162) 903
+(3,154) 157
+(786,855) 1641
+(748,651) 1399
+(567,151) 718
+(619,250) 869
+(720,269) 989
+(258,487) 745
+(3,84) 87
+(390,996) 1386
+(520,68) 588
+(12,933) 945
+(596,882) 1478
+(940,434) 1374
+(96,723) 819
+(540,368) 908
+(908,442) 1350
+(86,608) 694
+(580,1021) 1601
+(721,193) 914
+(278,482) 760
+(599,30) 629
+(374,48) 422
+(459,599) 1058
+(974,390) 1364
+(346,333) 679
+(194,144) 338
+(399,849) 1248
+(597,943) 1540
+(891,966) 1857
+(269,556) 825
+(999,253) 1252
+(478,803) 1281
+(575,149) 724
+(316,877) 1193
+(798,295) 1093
+(250,575) 825
+(531,381) 912
+(358,625) 983
+(618,1020) 1638
+(451,708) 1159
+(139,840) 979
+(665,380) 1045
+(81,168) 249
+(661,696) 1357
+(828,939) 1767
+(416,758) 1174
+(846,325) 1171
+(0,53) 53
+(564,364) 928
+(730,692) 1422
+(781,527) 1308
+(102,16) 118
+(702,826) 1528
+(333,68) 401
+(3,965) 968
+(494,663) 1157
+(1017,1020) 2037
+(391,788) 1179
+(737,596) 1333
+(822,229) 1051
+(924,442) 1366
+(763,568) 1331
+(887,752) 1639
+(489,693) 1182
+(714,530) 1244
+(517,0) 517
+(105,514) 619
+(931,531) 1462
+(619,528) 1147
+(534,861) 1395
+(26,121) 147
+(545,657) 1202
+(980,184) 1164
+(700,787) 1487
+(13,568) 581
+(604,600) 1204
+(615,209) 824
+(506,968) 1474
+(43,953) 996
+(832,743) 1575
+(814,172) 986
+(393,1014) 1407
+(757,54) 811
+(568,84) 652
+(730,28) 758
+(847,193) 1040
+(806,138) 944
+(149,904) 1053
+(773,79) 852
+(249,349) 598
+(292,345) 637
+(722,913) 1635
+(723,545) 1268
+(213,620) 833
+(233,744) 977
+(372,887) 1259
+(250,407) 657
+(224,550) 774
+(10,46) 56
+(749,731) 1480
+(468,292) 760
+(654,539) 1193
+(64,864) 928
+(558,476) 1034
+(983,26) 1009
+(231,694) 925
+(465,98) 563
+(997,941) 1938
+(580,150) 730
+(623,425) 1048
+(745,763) 1508
+(462,368) 830
+(748,36) 784
+(952,198) 1150
+(667,433) 1100
+(990,509) 1499
+(14,828) 842
+(597,739) 1336
+(321,774) 1095
+(215,259) 474
+(991,138) 1129
+(447,213) 660
+(892,763) 1655
+(41,947) 988
+(45,1) 46
+(580,364) 944
+(457,8) 465
+(651,877) 1528
+(46,608) 654
+(164,640) 804
+(926,311) 1237
+(396,358) 754
+(465,565) 1030
+(279,302) 581
+(787,597) 1384
+(333,749) 1082
+(559,628) 1187
+(947,342) 1289
+(634,702) 1336
+(231,561) 792
+(759,511) 1270
+(457,250) 707
+(130,244) 374
+(617,505) 1122
+(749,575) 1324
+(909,857) 1766
+(1015,557) 1572
+(957,38) 995
+(832,177) 1009
+(332,673) 1005
+(26,762) 788
+(465,886) 1351
+(306,936) 1242
+(826,713) 1539
+(960,762) 1722
+(377,682) 1059
+(953,68) 1021
+(390,707) 1097
+(151,921) 1072
+(303,102) 405
+(944,913) 1857
+(762,761) 1523
+(223,26) 249
+(766,275) 1041
+(1010,75) 1085
+(686,139) 825
+(904,332) 1236
+(952,825) 1777
+(745,390) 1135
+(575,922) 1497
+(53,144) 197
+(454,896) 1350
+(323,659) 982
+(468,243) 711
+(233,517) 750
+(435,731) 1166
+(472,5) 477
+(584,194) 778
+(102,383) 485
+(936,103) 1039
+(336,758) 1094
+(336,667) 1003
+(168,904) 1072
+(757,1012) 1769
+(182,136) 318
+(700,525) 1225
+(991,396) 1387
+(342,711) 1053
+(997,907) 1904
+(377,145) 522
+(997,209) 1206
+(967,702) 1669
+(880,961) 1841
+(165,863) 1028
+(302,316) 618
+(140,991) 1131
+(886,46) 932
+(249,763) 1012
+(912,403) 1315
+(944,549) 1493
+(946,81) 1027
+(601,891) 1492
+(611,162) 773
+(86,529) 615
+(250,997) 1247
+(835,183) 1018
+(316,296) 612
+(826,898) 1724
+(257,517) 774
+(86,568) 654
+(752,316) 1068
+(561,618) 1179
+(545,785) 1330
+(534,114) 648
+(877,194) 1071
+(816,551) 1367
+(979,64) 1043
+(625,992) 1617
+(455,991) 1446
+(741,785) 1526
+(342,19) 361
+(654,618) 1272
+(922,455) 1377
+(256,473) 729
+(786,469) 1255
+(689,882) 1571
+(565,773) 1338
+(922,457) 1379
+(864,76) 940
+(98,439) 537
+(777,249) 1026
+(242,707) 949
+(368,604) 972
+(627,170) 797
+(748,665) 1413
+(781,708) 1489
+(377,98) 475
+(705,474) 1179
+(787,268) 1055
+(729,191) 920
+(150,530) 680
+(996,702) 1698
+(617,138) 755
+(673,757) 1430
+(229,304) 533
+(454,751) 1205
+(509,835) 1344
+(260,843) 1103
+(932,257) 1189
+(572,891) 1463
+(340,509) 849
+(54,712) 766
+(96,138) 234
+(511,53) 564
+(542,931) 1473
+(43,903) 946
+(733,904) 1637
+(542,462) 1004
+(242,358) 600
+(763,233) 996
+(372,619) 991
+(195,888) 1083
+(379,958) 1337
+(45,497) 542
+(454,263) 717
+(596,991) 1587
+(294,578) 872
+(901,727) 1628
+(399,844) 1243
+(459,264) 723
+(1010,810) 1820
+(657,859) 1516
+(274,943) 1217
+(254,243) 497
+(468,374) 842
+(633,493) 1126
+(35,380) 415
+(490,534) 1024
+(521,302) 823
+(841,659) 1500
+(465,380) 845
+(259,559) 818
+(200,666) 866
+(757,633) 1390
+(302,203) 505
+(647,429) 1076
+(564,475) 1039
+(161,291) 452
+(863,580) 1443
+(1007,142) 1149
+(250,459) 709
+(700,633) 1333
+(810,193) 1003
+(306,162) 468
+(920,478) 1398
+(45,478) 523
+(32,509) 541
+(966,701) 1667
+(184,457) 641
+(599,566) 1165
+(659,383) 1042
+(243,340) 583
+(990,1) 991
+(22,224) 246
+(944,969) 1913
+(843,683) 1526
+(608,940) 1548
+(379,521) 900
+(1005,1015) 2020
+(667,564) 1231
+(534,469) 1003
+(761,296) 1057
+(596,617) 1213
+(790,614) 1404
+(379,10) 389
+(474,276) 750
+(54,994) 1048
+(50,164) 214
+(577,276) 853
+(336,770) 1106
+(506,212) 718
+(578,242) 820
+(461,275) 736
+(471,177) 648
+(621,476) 1097
+(436,983) 1419
+(751,713) 1464
+(843,127) 970
+(695,182) 877
+(183,779) 962
+(820,898) 1718
+(752,608) 1360
+(663,863) 1526
+(698,383) 1081
+(476,64) 540
+(457,454) 911
+(216,425) 641
+(502,855) 1357
+(85,318) 403
+(873,545) 1418
+(946,565) 1511
+(980,184) 1164
+(117,527) 644
+(36,459) 495
+(331,822) 1153
+(174,345) 519
+(843,888) 1731
+(193,393) 586
+(20,762) 782
+(979,729) 1708
+(476,10) 486
+(353,256) 609
+(669,189) 858
+(68,1002) 1070
+(773,383) 1156
+(435,939) 1374
+(364,520) 884
+(629,238) 867
+(953,140) 1093
+(243,314) 557
+(863,604) 1467
+(907,325) 1232
+(987,244) 1231
+(939,431) 1370
+(661,741) 1402
+(521,659) 1180
+(140,316) 456
+(379,236) 615
+(991,711) 1702
+(758,542) 1300
+(661,864) 1525
+(884,531) 1415
+(855,138) 993
+(251,1015) 1266
+(584,943) 1527
+(1015,135) 1150
+(96,855) 951
+(947,391) 1338
+(79,275) 354
+(806,465) 1271
+(893,547) 1440
+(286,19) 305
+(816,568) 1384
+(686,761) 1447
+(960,1014) 1974
+(730,284) 1014
+(54,922) 976
+(837,683) 1520
+(855,606) 1461
+(370,193) 563
+(890,657) 1547
+(274,957) 1231
+(458,237) 695
+(1006,325) 1331
+(711,546) 1257
+(794,41) 835
+(575,3) 578
+(162,130) 292
+(679,26) 705
+(471,231) 702
+(153,996) 1149
+(561,834) 1395
+(393,911) 1304
+(781,611) 1392
+(575,215) 790
+(464,635) 1099
+(912,781) 1693
+(941,442) 1383
+(526,729) 1255
+(354,575) 929
+(447,578) 1025
+(987,4) 991
+(316,745) 1061
+(64,575) 639
+(926,695) 1621
+(669,568) 1237
+(440,365) 805
+(673,238) 911
+(238,41) 279
+(551,116) 667
+(627,600) 1227
+(342,999) 1341
+(844,393) 1237
+(433,8) 441
+(604,534) 1138
+(14,852) 866
+(268,773) 1041
+(970,573) 1543
+(577,211) 788
+(186,59) 245
+(621,306) 927
+(448,986) 1434
+(235,532) 767
+(436,183) 619
+(713,997) 1710
+(53,545) 598
+(529,559) 1088
+(431,628) 1059
+(68,416) 484
+(967,785) 1752
+(98,946) 1044
+(922,249) 1171
+(296,284) 580
+(482,710) 1192
+(689,988) 1677
+(261,758) 1019
+(462,314) 776
+(830,625) 1455
+(257,931) 1188
+(558,229) 787
+(136,517) 653
+(584,877) 1461
+(784,168) 952
+(43,689) 732
+(35,482) 517
+(273,223) 496
+(751,482) 1233
+(875,737) 1612
+(564,172) 736
+(372,217) 589
+(903,86) 989
+(433,43) 476
+(980,787) 1767
+(887,151) 1038
+(852,759) 1611
+(892,371) 1263
+(657,476) 1133
+(732,967) 1699
+(751,396) 1147
+(695,649) 1344
+(233,745) 978
+(828,534) 1362
+(84,251) 335
+(720,545) 1265
+(407,568) 975
+(472,722) 1194
+(316,802) 1118
+(157,142) 299
+(84,737) 821
+(451,979) 1430
+(381,997) 1378
+(138,699) 837
+(840,164) 1004
+(722,236) 958
+(251,994) 1245
+(528,886) 1414
+(707,687) 1394
+(957,794) 1751
+(304,316) 620
+(323,384) 707
+(229,10) 239
+(944,472) 1416
+(358,300) 658
+(101,448) 549
+(917,77) 994
+(617,158) 775
+(729,898) 1627
+(548,491) 1039
+(303,306) 609
+(561,657) 1218
+(814,399) 1213
+(553,158) 711
+(318,983) 1301
+(371,306) 677
+(974,38) 1012
